isWon,        total_diff,        break_pos1,        break_pos2,        break_pos3,        break_pos4,        win_in_set,        cur_diff,         ace,        utc_fore,        utc_back,        break_racial,        dis_total,        dis_lstgame,        dis_lst3pts,        dis_lstpt,        rallycnt
0,-9,0,0,0,0,4,0,0,0,0,0.315789,3840.41,0.0,51.363,17.547,3
0,-10,0,0,0,0,4,-1,0,0,0,0.313433,3853.3,12.886,50.349,12.886,1
0,-11,0,0,0,0,4,-2,0,0,0,0.311111,3867.64,27.225,44.772,14.339,3
0,-12,0,0,0,0,4,-3,0,0,0,0.308824,3868.54,28.129,28.129,0.904,1
0,-13,0,0,0,0,4,0,0,0,0,0.308824,3886.64,0.0,33.343,18.1,4
0,-14,0,0,0,0,4,-1,0,0,0,0.308824,3906.6,19.954,38.958,19.954,4
0,-15,0,0,0,0,4,-2,0,0,0,0.308824,3913.64,26.994,45.094,7.04,2
1,-14,0,0,0,1,4,-3,1,0,0,0.308824,3914.46,27.82,27.82,0.826,1
0,-15,0,0,0,1,4,-2,0,0,0,0.308824,3934.67,48.033,28.079,20.213,4
0,-14,0,0,0,0,4,0,0,0,0,0.306569,3950.24,0.0,36.607,15.568,2
0,-15,0,0,0,0,4,1,0,0,0,0.304348,3958.66,8.413,44.194,8.413,3
0,-16,0,0,0,0,4,0,0,0,0,0.302158,3969.11,18.867,34.435,10.454,3
1,-15,0,0,0,0,4,-1,0,0,0,0.307143,4001.45,51.211,51.211,32.344,10
0,-16,0,0,0,0,4,0,0,0,0,0.304965,4002.74,52.499,44.086,1.288,1
1,-15,0,0,0,0,4,-1,0,0,0,0.309859,4016.13,65.884,47.017,13.385,2
0,-16,0,0,0,0,4,0,0,0,0,0.307692,4028.78,78.537,27.326,12.653,3
0,-17,0,0,0,0,4,-1,0,0,0,0.305556,4033.92,83.681,31.182,5.144,1
0,1,0,0,0,0,0,0,0,0,0,0.305556,4046.26,0.0,30.134,12.337,3
1,2,1,0,0,0,0,1,0,0,1,0.305556,4084.27,38.013,55.494,38.013,11
0,1,1,0,0,0,0,2,0,0,0,0.305556,4103.88,57.617,69.954,19.604,4
1,2,2,0,0,0,0,1,0,0,0,0.305556,4128.09,81.829,81.829,24.212,5
1,3,3,0,0,0,0,2,0,0,0,0.305556,4130.62,84.361,46.348,2.532,1
0,2,0,0,0,0,1,0,0,0,0,0.303448,4144.72,0.0,40.846,14.102,5
0,1,0,0,0,0,1,-1,0,0,0,0.30137,4145.96,1.24,17.874,1.24,1
1,2,0,0,0,0,1,-2,0,1,0,0.306122,4161.84,17.116,31.218,15.876,6
0,1,0,0,0,0,1,-1,0,0,0,0.304054,4193.06,48.334,48.334,31.218,5
0,0,0,0,0,0,1,-2,0,0,0,0.302013,4217.44,72.716,71.476,24.382,7
0,1,0,0,0,0,1,0,0,0,1,0.302013,4234.7,0.0,72.862,17.262,5
1,2,0,1,0,0,1,1,0,0,0,0.302013,4274.25,39.547,81.191,39.547,11
0,1,0,1,0,0,1,2,0,0,0,0.302013,4281.69,46.991,64.253,7.444,2
1,2,0,2,0,0,1,1,0,0,0,0.302013,4292.49,57.79,57.79,10.799,3
1,3,0,3,0,0,1,2,0,0,0,0.302013,4300.82,66.122,26.575,8.332,3
0,2,0,0,0,0,2,0,0,0,0,0.3,4325.14,0.0,43.447,24.316,5
0,1,0,0,0,0,2,-1,0,0,0,0.298013,4335.56,10.418,43.066,10.418,3
1,2,0,0,0,0,2,-2,0,0,0,0.302632,4346.63,21.486,45.802,11.068,2
0,1,0,0,0,0,2,-1,0,0,0,0.300654,4350.54,25.402,25.402,3.916,1
1,2,0,0,0,0,2,-2,0,0,1,0.305195,4379.44,54.301,43.883,28.899,8
0,1,0,0,0,0,2,-1,0,0,0,0.303226,4385.11,59.97,38.484,5.669,1
0,0,0,0,0,0,2,0,0,0,0,0.303226,4414.62,0.0,64.078,29.51,8
0,-1,0,0,0,0,2,-1,0,0,0,0.303226,4440.37,25.749,60.928,25.749,6
0,-2,0,0,0,0,2,-2,0,0,0,0.303226,4469.37,54.751,84.261,29.002,6
0,-3,0,0,0,0,2,-3,0,0,0,0.303226,4482.2,67.58,67.58,12.829,4
0,-2,0,0,0,0,2,0,0,0,0,0.301282,4490.01,0.0,49.637,7.806,2
1,-1,0,0,0,0,2,1,0,0,0,0.305732,4505.72,15.719,36.354,15.719,0
0,-2,0,0,0,0,2,2,0,0,0,0.303797,4507.31,17.309,25.115,1.59,1
0,-3,0,0,0,0,2,1,0,0,0,0.301887,4538.11,48.104,48.104,30.795,7
1,-2,0,0,0,0,2,0,0,0,0,0.30625,4540.99,50.987,35.268,2.883,0
0,-3,0,0,0,0,2,1,0,0,0,0.304348,4557.92,67.916,50.607,16.929,3
1,-2,0,0,0,0,2,0,0,0,0,0.308642,4569.57,79.565,31.461,11.649,2
1,-1,0,0,0,0,2,1,0,0,0,0.312883,4579.64,89.632,38.645,10.067,2
0,-2,0,0,0,0,3,0,0,0,0,0.312883,4587.59,0.0,29.669,7.953,2
0,-3,0,0,0,0,3,-1,0,0,0,0.312883,4596.61,9.021,27.041,9.021,2
0,-4,0,0,0,0,3,-2,0,0,0,0.312883,4641.54,53.954,61.907,44.933,12
1,-3,0,0,0,1,3,-3,0,1,0,0.312883,4660.03,72.443,72.443,18.489,7
0,-4,0,0,0,1,3,-2,0,0,0,0.312883,4667.78,80.194,71.173,7.751,2
0,-5,0,0,0,0,3,0,0,0,0,0.310976,4681.25,0.0,39.709,13.469,3
0,-6,0,0,0,0,3,-1,0,0,0,0.309091,4684.1,2.851,24.071,2.851,1
0,-7,0,0,0,0,3,-2,0,0,0,0.307229,4690.67,9.416,22.885,6.565,1
0,-8,0,0,0,0,3,-3,0,0,0,0.305389,4705.96,24.706,24.706,15.29,3
0,-7,0,0,0,0,3,0,0,0,0,0.305389,4744.1,0.0,59.993,38.138,11
1,-6,0,0,0,1,3,1,0,0,0,0.305389,4761.5,17.404,70.832,17.404,5
0,-7,0,0,0,1,3,2,0,0,0,0.305389,4775.1,31.006,69.144,13.602,4
1,-6,0,0,0,2,3,1,0,0,0,0.305389,4794.32,50.22,50.22,19.214,5
0,-7,0,0,0,2,3,2,0,0,0,0.305389,4814.04,69.938,52.534,19.718,6
0,-8,0,0,0,2,3,1,0,0,0,0.305389,4828.74,84.646,53.64,14.708,4
0,-9,0,0,0,2,3,0,0,0,0,0.305389,4854.82,110.727,60.507,26.081,6
0,-10,0,0,0,2,3,-1,0,0,0,0.305389,4862.98,118.878,48.94,8.151,2
0,-11,0,0,0,0,3,0,0,0,0,0.303571,4875.28,0.0,46.537,12.305,3
0,-12,0,0,0,0,0,-1,0,0,0,0.301775,4884.5,9.223,29.679,9.223,3
1,-11,0,0,0,0,0,-2,0,0,0,0.305882,4903.65,28.373,40.678,19.15,4
0,-12,0,0,0,0,0,-1,0,0,0,0.304094,4906.99,31.713,31.713,3.34,1
0,-13,0,0,0,0,0,-2,0,0,0,0.302326,4922.5,47.221,37.998,15.508,3
0,-12,0,0,0,0,0,0,0,0,0,0.302326,4936.96,0.0,33.305,14.457,3
0,-13,0,0,0,0,0,1,0,0,0,0.302326,4970.34,33.385,63.35,33.385,10
1,-12,1,0,0,0,0,0,0,0,0,0.302326,4994.74,57.778,72.235,24.393,3
0,-13,1,0,0,0,0,1,0,0,0,0.302326,5051.07,114.113,114.113,56.335,12
0,-14,1,0,0,0,0,0,0,0,0,0.302326,5057.59,120.633,87.248,6.52,2
1,-13,2,0,0,0,0,-1,0,0,1,0.302326,5071.65,134.69,76.912,14.057,5
0,-14,2,0,0,0,0,0,0,0,0,0.302326,5099.1,162.138,48.025,27.448,6
0,-15,2,0,0,0,0,-1,0,0,0,0.302326,5113.82,176.863,56.23,14.725,4
0,-16,0,0,0,0,0,0,0,0,0,0.300578,5119.25,0.0,47.6,5.427,1
0,-17,0,0,0,0,0,-1,0,0,0,0.298851,5144.78,25.532,45.684,25.532,5
0,-18,0,0,0,0,0,-2,0,0,0,0.297143,5154.42,35.17,40.597,9.638,1
0,-19,0,0,0,0,0,-3,0,0,0,0.295455,5160.09,40.84,40.84,5.67,1
0,-18,0,0,0,0,0,0,0,0,0,0.295455,5170.09,0.0,25.313,10.005,3
1,-17,0,1,0,0,0,1,0,0,0,0.295455,5175.6,5.504,21.179,5.504,1
0,-18,0,1,0,0,0,2,0,0,0,0.295455,5190.09,19.994,29.999,14.49,4
1,-17,0,2,0,0,0,1,0,0,1,0.295455,5223.0,52.904,52.904,32.91,7
0,-18,0,2,0,0,0,2,0,0,0,0.295455,5234.47,64.376,58.872,11.472,4
0,-19,0,2,0,0,0,1,0,0,0,0.295455,5262.94,92.842,72.848,28.466,6
0,-20,0,2,0,0,0,0,0,0,0,0.295455,5278.59,108.5,55.596,15.658,4
1,-19,0,3,0,0,0,-1,0,0,0,0.295455,5298.75,128.661,64.285,20.161,7
0,-20,0,3,0,0,0,0,0,0,0,0.295455,5328.47,158.379,65.537,29.718,8
1,-19,0,4,0,0,0,-1,0,0,0,0.295455,5357.35,187.254,78.754,28.875,7
1,-18,0,5,0,0,0,0,0,0,0,0.295455,5369.72,199.627,70.966,12.373,3
0,-19,0,5,0,0,0,1,0,0,0,0.295455,5373.72,203.624,45.245,3.997,2
0,-20,0,5,0,0,0,0,0,0,0,0.295455,5403.16,233.07,45.816,29.446,8
1,-19,0,6,0,0,0,-1,0,0,0,0.295455,5406.92,236.828,37.201,3.758,1
0,-20,0,6,0,0,0,0,0,0,0,0.295455,5415.63,245.538,41.914,8.71,2
0,-21,0,6,0,0,0,-1,0,0,0,0.295455,5434.48,264.383,31.313,18.845,6
0,-22,0,0,0,0,0,0,0,0,0,0.293785,5439.3,0.0,32.381,4.826,1
0,-23,0,0,0,0,0,-1,0,0,0,0.292135,5458.2,18.893,42.564,18.893,3
0,-24,0,0,0,0,0,-2,0,0,0,0.290503,5462.65,23.351,28.177,4.458,1
1,-23,0,0,0,0,0,-3,0,0,0,0.294444,5469.67,30.371,30.371,7.02,2
1,-22,0,0,0,0,0,-2,0,0,0,0.298343,5509.97,70.663,51.77,40.292,10
1,-21,0,0,0,0,0,-1,0,0,0,0.302198,5511.63,72.325,48.974,1.662,0
0,-22,0,0,0,0,0,0,0,0,0,0.300546,5562.54,123.236,92.865,50.911,13
1,-21,0,0,0,0,0,-1,0,0,0,0.304348,5570.98,131.68,61.017,8.444,2
0,-22,0,0,0,0,0,0,0,0,0,0.302703,5586.75,147.443,75.118,15.763,5
1,-21,0,0,0,0,0,-1,0,0,0,0.306452,5589.03,149.723,26.487,2.28,0
1,-20,0,0,0,0,0,0,0,1,0,0.31016,5614.96,175.653,43.973,25.93,8
0,-21,0,0,0,0,0,1,0,0,0,0.308511,5616.61,177.304,29.861,1.651,1
1,-20,0,0,0,0,0,0,0,0,0,0.312169,5659.72,220.421,70.698,43.117,10
1,-19,0,0,0,0,0,1,0,0,0,0.315789,5680.65,241.35,65.697,20.929,4
0,-18,0,0,0,0,1,0,0,0,0,0.315789,5698.24,0.0,81.63,17.584,5
1,-17,0,0,1,0,1,1,0,0,0,0.315789,5703.26,5.021,43.534,5.021,1
1,-16,0,0,2,0,1,2,0,0,0,0.315789,5737.21,38.976,56.56,33.955,9
1,-15,0,0,3,0,1,3,0,1,0,0.315789,5748.25,50.018,50.018,11.042,3
0,-14,0,0,0,0,2,0,0,0,0,0.314136,5776.73,0.0,73.469,28.472,6
1,-13,0,0,0,0,2,1,0,0,0,0.317708,5788.08,11.357,50.871,11.357,2
0,-14,0,0,0,0,2,2,0,0,0,0.316062,5794.87,18.139,46.611,6.782,1
0,-15,0,0,0,0,2,1,0,0,0,0.314433,5814.44,37.709,37.709,19.57,5
1,-14,0,0,0,0,2,0,0,0,0,0.317949,5838.75,62.024,50.667,24.315,4
0,-15,0,0,0,0,2,1,0,0,0,0.316327,5900.6,123.869,105.73,61.845,11
0,-16,0,0,0,0,2,0,0,0,0,0.314721,5936.02,159.293,121.584,35.424,9
1,-15,0,0,0,0,2,-1,0,0,0,0.318182,5938.45,161.723,99.699,2.43,0
1,-14,0,0,0,0,2,0,0,0,0,0.321608,5962.61,185.887,62.018,24.164,4
1,-13,0,0,0,0,2,1,0,0,0,0.325,5973.66,196.934,37.641,11.047,2
0,-12,0,0,0,0,3,0,0,0,0,0.325,5976.37,0.0,37.92,2.709,1
0,-13,0,0,0,0,3,1,0,0,0,0.325,5981.33,4.961,18.717,4.961,0
0,-14,0,0,0,0,3,0,0,0,0,0.325,5997.49,21.121,23.83,16.16,4
0,-15,0,0,0,0,3,-1,0,0,0,0.325,6011.93,35.561,35.561,14.44,4
0,-16,0,0,0,0,3,-2,0,0,0,0.325,6026.67,50.301,45.34,14.74,4
0,-17,0,0,0,0,3,0,0,0,0,0.323383,6032.37,0.0,34.876,5.696,1
0,-18,0,0,0,0,3,-1,0,0,0,0.321782,6062.66,30.292,50.728,30.292,7
1,-17,0,0,0,0,3,-2,0,0,0,0.325123,6063.93,31.564,37.26,1.272,0
1,-16,0,0,0,0,3,-1,0,0,0,0.328431,6109.88,77.511,77.511,45.947,12
0,-17,0,0,0,0,3,0,0,0,0,0.326829,6111.12,78.749,48.457,1.238,1
0,-18,0,0,0,0,3,-1,0,0,0,0.325243,6117.2,84.837,53.273,6.088,1
0,-1,0,0,0,0,0,0,0,0,0,0.323671,6133.11,0.0,23.233,15.907,3
0,-2,0,0,0,0,0,-1,0,0,0,0.322115,6138.84,5.727,27.722,5.727,1
0,-3,0,0,0,0,0,-2,0,0,0,0.320574,6145.18,12.069,27.976,6.342,1
0,-4,0,0,0,0,0,-3,0,0,0,0.319048,6148.71,15.6,15.6,3.531,1
0,-3,0,0,0,0,0,0,0,1,0,0.319048,6154.46,0.0,15.627,5.754,3
0,-4,0,0,0,0,0,1,0,0,0,0.319048,6161.19,6.727,16.012,6.727,2
1,-3,1,0,0,0,0,0,0,0,0,0.319048,6164.78,10.311,16.065,3.584,1
0,-4,1,0,0,0,0,1,0,0,0,0.319048,6201.32,46.858,46.858,36.547,10
0,-5,1,0,0,0,0,0,0,0,0,0.319048,6207.36,52.895,46.168,6.037,2
1,-4,2,0,0,0,0,-1,0,0,0,0.319048,6217.11,62.642,52.331,9.747,1
1,-3,3,0,0,0,0,0,0,0,0,0.319048,6225.95,71.483,24.625,8.841,3
1,-2,4,0,0,0,0,1,0,0,0,0.319048,6228.34,73.877,20.982,2.394,1
0,-1,0,0,0,0,1,0,0,0,1,0.317536,6278.49,0.0,61.387,50.152,8
0,-2,0,0,0,0,1,1,0,0,0,0.316038,6280.63,2.136,54.682,2.136,1
0,-3,0,0,0,0,1,0,0,0,0,0.314554,6287.27,8.778,58.93,6.642,1
1,-2,0,0,0,0,1,-1,0,0,1,0.317757,6299.38,20.885,20.885,12.107,4
1,-1,0,0,0,0,1,0,0,0,0,0.32093,6316.99,38.501,36.365,17.616,2
0,-2,0,0,0,0,1,1,0,0,0,0.319444,6339.18,60.683,51.905,22.182,5
0,-3,0,0,0,0,1,0,0,0,0,0.317972,6345.05,66.556,45.671,5.873,1
1,-2,0,0,0,0,1,-1,0,0,0,0.321101,6373.23,94.732,56.231,28.176,4
0,-3,0,0,0,0,1,0,0,0,0,0.319635,6379.21,100.715,40.032,5.983,1
1,-2,0,0,0,0,1,-1,0,0,0,0.322727,6402.22,123.729,57.173,23.014,4
0,-3,0,0,0,0,1,0,0,0,0,0.321267,6419.62,141.125,46.393,17.396,3
0,-4,0,0,0,0,1,-1,0,0,0,0.31982,6425.81,147.319,46.604,6.194,1
0,-3,0,0,0,0,1,0,0,0,0,0.31982,6441.54,0.0,39.321,15.731,5
0,-4,0,0,0,0,1,1,0,0,0,0.31982,6457.75,16.21,38.135,16.21,6
1,-3,0,1,0,0,1,0,0,1,0,0.31982,6476.33,34.784,50.515,18.574,5
1,-2,0,2,0,0,1,1,0,0,0,0.31982,6480.97,39.43,39.43,4.646,1
0,-3,0,2,0,0,1,2,0,0,0,0.31982,6484.21,42.666,26.456,3.236,0
1,-2,0,3,0,0,1,1,0,0,0,0.31982,6488.15,46.608,11.824,3.942,1
0,-3,0,0,0,0,2,0,0,0,0,0.318386,6491.29,0.0,10.319,3.141,1
1,-2,0,0,0,0,2,-1,0,0,0,0.321429,6508.87,17.58,24.663,17.58,2
1,-1,0,0,0,0,2,0,0,1,0,0.324444,6542.14,50.844,53.985,33.264,6
1,0,0,0,0,0,2,1,0,0,0,0.327434,6562.31,71.015,71.015,20.171,6
0,-1,0,0,0,0,2,2,0,0,0,0.325991,6571.9,80.604,63.024,9.589,3
0,-2,0,0,0,0,2,1,0,0,0,0.324561,6604.2,112.907,62.063,32.303,3
0,-3,0,0,0,0,2,0,0,0,0,0.323144,6605.64,114.351,43.336,1.444,1
1,-2,0,0,0,0,2,-1,0,0,1,0.326087,6628.91,137.622,57.018,23.271,4
0,-3,0,0,0,0,2,0,0,0,0,0.324675,6640.77,149.473,36.566,11.851,3
1,-2,0,0,0,0,2,-1,0,0,0,0.327586,6651.91,160.622,46.271,11.149,2
0,-3,0,0,0,0,2,0,0,0,0,0.32618,6660.46,169.167,31.545,8.545,1
1,-2,0,0,0,0,2,-1,0,0,0,0.32906,6671.48,180.188,30.715,11.021,2
0,-3,0,0,0,0,2,0,0,0,0,0.32766,6680.96,189.672,29.05,9.484,3
0,-4,0,0,0,0,2,-1,0,0,0,0.326271,6696.59,205.298,36.131,15.626,3
0,-5,0,0,0,0,2,0,0,0,0,0.326271,6715.87,0.0,44.39,19.28,4
1,-4,0,0,1,0,2,-1,0,0,0,0.326271,6729.94,14.066,48.972,14.066,3
1,-3,0,0,2,0,2,0,0,0,0,0.326271,6737.73,21.855,41.135,7.789,1
1,-2,0,0,3,0,2,1,0,0,1,0.326271,6759.62,43.752,43.752,21.897,7
0,-3,0,0,3,0,2,2,0,0,0,0.326271,6767.06,51.188,37.122,7.436,2
1,-2,0,0,4,0,2,1,0,0,0,0.326271,6779.03,63.161,41.306,11.973,3
0,-3,0,0,0,0,3,0,0,0,0,0.324895,6784.42,0.0,24.799,5.39,1
0,-4,0,0,0,0,3,-1,0,0,0,0.323529,6795.3,10.883,28.246,10.883,3
0,-5,0,0,0,0,3,-2,0,0,0,0.322176,6802.5,18.081,23.471,7.198,1
0,-6,0,0,0,0,3,-3,0,0,0,0.320833,6817.47,33.049,33.049,14.968,3
0,-5,0,0,0,0,3,0,0,0,0,0.320833,6825.63,0.0,30.323,8.157,1
1,-4,0,0,0,1,3,1,0,0,0,0.320833,6837.26,11.635,34.76,11.635,3
1,-3,0,0,0,2,3,2,0,0,1,0.320833,6860.03,34.4,42.557,22.765,7
0,-4,0,0,0,2,3,3,0,0,0,0.320833,6889.62,63.992,63.992,29.592,8
0,-5,0,0,0,2,3,2,0,0,0,0.320833,6896.23,70.599,58.964,6.607,2
1,-4,0,0,0,3,3,1,0,0,0,0.320833,6900.85,75.227,40.827,4.628,1
0,-5,0,0,0,0,4,0,0,0,0,0.319502,6902.38,0.0,12.757,1.522,1
0,-6,0,0,0,0,4,-1,0,0,0,0.318182,6926.6,24.22,30.37,24.22,5
1,-5,0,0,0,0,4,-2,0,0,0,0.320988,6933.84,31.462,32.984,7.242,0
1,-4,0,0,0,0,4,-1,0,0,0,0.32377,6949.99,47.611,47.611,16.149,2
0,-5,0,0,0,0,4,0,0,0,0,0.322449,6952.05,49.673,25.453,2.062,1
1,-4,0,0,0,0,4,-1,0,0,0,0.325203,6966.5,64.119,32.657,14.446,2
0,-5,0,0,0,0,4,0,0,0,0,0.323887,6968.73,66.354,18.743,2.235,1
1,-4,0,0,0,0,4,-1,0,0,0,0.326613,6976.55,74.178,24.505,7.824,0
0,-5,0,0,0,0,4,0,0,0,0,0.325301,6992.53,90.149,26.03,15.971,5
0,-6,0,0,0,0,4,-1,0,0,0,0.324,7004.61,102.229,35.875,12.08,3
0,-5,0,0,0,0,4,0,0,0,0,0.324,7008.67,0.0,32.114,4.063,1
1,-4,0,0,0,1,4,1,0,0,0,0.324,7021.39,12.72,28.863,12.72,3
1,-3,0,0,0,2,4,2,0,0,0,0.324,7023.29,14.618,18.681,1.898,1
1,-2,0,0,0,3,4,3,0,0,0,0.324,7032.47,23.802,23.802,9.184,3
0,-3,0,0,0,0,5,0,0,0,0,0.322709,7038.0,0.0,16.613,5.531,1
0,-4,0,0,0,0,5,-1,0,0,0,0.321429,7050.53,12.526,27.241,12.526,1
1,-3,0,0,0,0,5,-2,0,0,0,0.324111,7067.05,29.045,34.576,16.519,4
0,-4,0,0,0,0,5,-1,0,0,0,0.322835,7067.58,29.582,29.582,0.537,1
0,-5,0,0,0,0,5,-2,0,0,0,0.321569,7076.27,38.265,25.739,8.683,1
0,-4,0,0,0,0,5,0,0,0,0,0.321569,7078.06,0.0,11.01,1.79,1
0,-5,0,0,0,0,5,1,0,0,0,0.321569,7089.53,11.477,21.95,11.477,2
1,-4,0,0,0,1,5,0,0,0,1,0.321569,7102.57,24.515,26.305,13.038,5
1,-3,0,0,0,2,5,1,0,1,0,0.321569,7110.04,31.986,31.986,7.471,3
1,-2,0,0,0,3,5,2,0,0,0,0.321569,7113.4,35.343,23.866,3.357,1
0,-3,0,0,0,0,6,0,0,0,0,0.320312,7122.81,0.0,20.236,9.408,1
1,-2,0,0,0,1,6,-1,1,0,0,0.320312,7123.3,0.494,13.259,0.494,1
1,-1,0,0,0,2,6,0,0,0,0,0.320312,7129.27,6.463,15.871,5.969,1
0,-2,0,0,0,2,6,1,0,0,0,0.319066,7153.87,31.061,31.061,24.598,7
1,-1,0,0,0,2,6,0,0,0,0,0.321705,7160.05,37.24,36.746,6.179,0
1,0,0,0,0,3,6,1,0,1,0,0.321705,7182.79,59.984,53.521,22.744,7
0,-1,0,0,0,3,6,2,0,0,0,0.321705,7191.94,69.136,38.075,9.152,2
0,-2,0,0,0,3,6,1,0,0,0,0.320463,7193.11,70.304,33.064,1.168,1
0,-3,0,0,0,3,6,0,0,0,0,0.319231,7233.99,111.178,51.194,40.874,7
0,-4,0,0,0,3,6,-1,0,0,0,0.319231,7240.44,117.628,48.492,6.45,2
1,-3,0,0,0,4,6,-2,0,1,0,0.319231,7247.99,125.183,54.879,7.555,3
0,-4,0,0,0,4,6,-1,0,0,0,0.318008,7257.61,134.799,23.621,9.616,1
0,-5,0,0,0,0,6,0,0,0,0,0.318008,7261.47,0.0,21.032,3.861,2
1,-4,1,0,0,0,0,-1,0,0,0,0.318008,7268.66,7.191,20.668,7.191,1
1,-3,2,0,0,0,0,0,0,1,0,0.318008,7281.35,19.879,23.74,12.688,5
1,-2,3,0,0,0,0,1,0,0,1,0.318008,7294.25,32.781,32.781,12.902,3
0,-3,3,0,0,0,0,2,0,0,0,0.318008,7297.07,35.606,28.415,2.825,0
1,-2,4,0,0,0,0,1,0,0,0,0.318008,7307.69,46.223,26.344,10.617,1
0,-3,0,0,0,0,1,0,0,0,0,0.316794,7320.76,0.0,26.511,13.069,3
0,-4,0,0,0,0,1,-1,0,0,0,0.315589,7345.78,25.02,48.706,25.02,3
1,-3,0,0,0,0,1,-2,0,1,0,0.318182,7350.63,29.87,42.939,4.85,2
0,-4,0,0,0,0,1,-1,0,0,0,0.316981,7363.06,42.304,42.304,12.434,3
0,-5,0,0,0,0,1,-2,0,0,0,0.315789,7369.27,48.509,23.489,6.205,1
0,-4,0,0,0,0,1,0,0,0,0,0.315789,7380.36,0.0,29.729,11.09,3
1,-3,0,1,0,0,1,1,0,0,0,0.315789,7387.79,7.434,24.729,7.434,3
1,-2,0,2,0,0,1,2,0,0,0,0.315789,7391.53,11.17,22.26,3.736,1
1,-1,0,3,0,0,1,3,1,0,0,0.315789,7392.84,12.479,12.479,1.309,1
0,-2,0,0,0,0,2,0,0,0,0,0.314607,7399.4,0.0,11.606,6.561,1
0,-3,0,0,0,0,2,-1,0,0,0,0.313433,7425.05,25.649,33.519,25.649,5
1,-2,0,0,0,0,2,-2,0,0,0,0.315985,7431.49,32.093,38.654,6.444,2
1,-1,0,0,0,0,2,-1,0,0,0,0.318519,7439.68,40.28,40.28,8.187,2
0,-2,0,0,0,0,2,0,0,0,0,0.317343,7480.8,81.4,55.751,41.12,5
0,-3,0,0,0,0,2,-1,0,0,0,0.316176,7519.27,119.873,87.78,38.473,5
0,-4,0,0,0,0,2,0,0,0,0,0.316176,7559.39,0.0,119.714,40.121,10
0,-5,0,0,0,0,2,-1,0,0,0,0.316176,7568.41,9.013,87.607,9.013,4
0,-6,0,0,0,0,2,-2,0,0,0,0.316176,7572.85,13.455,53.576,4.442,2
0,-7,0,0,0,0,2,-3,0,0,0,0.316176,7573.62,14.227,14.227,0.772,0
0,-8,0,0,0,0,2,0,0,0,0,0.315018,7583.63,0.0,15.227,10.013,3
0,-9,0,0,0,0,2,-1,0,0,0,0.313869,7610.25,26.617,37.402,26.617,3
0,-10,0,0,0,0,2,-2,0,0,0,0.312727,7611.56,27.928,37.941,1.311,1
0,-11,0,0,0,0,2,-3,0,0,0,0.311594,7616.66,33.03,33.03,5.102,1
0,-10,0,0,0,0,2,0,0,0,0,0.311594,7620.67,0.0,10.416,4.003,1
1,-9,0,0,0,1,2,1,0,0,0,0.311594,7661.74,41.077,50.182,41.077,11
0,-10,0,0,0,1,2,2,0,0,0,0.311594,7677.33,56.669,60.672,15.592,4
1,-9,0,0,0,2,2,1,0,0,0,0.311594,7681.22,60.557,60.557,3.888,1
1,-8,0,0,0,3,2,2,0,0,0,0.311594,7684.77,64.104,23.027,3.547,1
0,-9,0,0,0,0,3,0,0,0,0,0.310469,7685.66,0.0,8.325,0.89,1
1,-8,0,0,0,0,3,-1,0,0,0,0.31295,7696.78,11.118,15.555,11.118,2
0,-9,0,0,0,0,3,0,0,0,0,0.311828,7720.12,34.459,35.349,23.341,7
1,-8,0,0,0,0,3,-1,0,0,0,0.314286,7730.88,45.225,45.225,10.766,2
0,-9,0,0,0,0,3,0,0,0,0,0.313167,7810.87,125.213,114.095,79.988,11
1,-8,0,0,0,0,3,-1,0,0,1,0.315603,7846.77,161.115,126.656,35.902,4
0,-9,0,0,0,0,3,0,0,0,0,0.314488,7929.55,243.886,198.661,82.771,13
1,-8,0,0,0,0,3,-1,0,0,0,0.316901,7940.51,254.847,129.634,10.961,2
1,-7,0,0,0,0,3,0,0,0,0,0.319298,7946.93,261.27,100.155,6.423,0
1,-6,0,0,0,0,3,1,0,0,0,0.321678,7978.15,292.493,48.607,31.223,6
0,-7,0,0,0,0,4,0,0,0,0,0.321678,7983.27,0.0,42.766,5.12,2
0,-8,0,0,0,0,4,-1,0,0,0,0.321678,8005.22,21.946,58.289,21.946,6
1,-7,0,0,0,1,4,-2,0,1,0,0.321678,8017.43,34.158,39.278,12.212,5
1,-6,0,0,0,2,4,-1,0,0,0,0.321678,8019.74,36.464,36.464,2.306,1
0,-7,0,0,0,2,4,0,0,0,0,0.321678,8038.31,55.042,33.096,18.578,6
1,-6,0,0,0,3,4,-1,0,0,0,0.321678,8060.08,76.811,42.653,21.769,5
1,-5,0,0,0,4,4,0,0,0,0,0.321678,8075.59,92.316,55.852,15.505,5
1,-4,0,0,0,5,4,1,0,0,0,0.321678,8079.47,96.196,41.154,3.88,1
0,-5,0,0,0,0,5,0,0,0,0,0.320557,8117.09,0.0,57.005,37.62,3
1,-4,0,0,0,0,5,-1,0,0,1,0.322917,8130.14,13.056,54.556,13.056,4
0,-5,0,0,0,0,5,0,0,0,0,0.321799,8138.76,21.67,59.29,8.614,3
1,-4,0,0,0,0,5,-1,0,0,0,0.324138,8156.42,39.327,39.327,17.657,2
1,-3,0,0,0,0,5,0,0,0,0,0.32646,8171.47,54.382,41.326,15.055,2
1,-2,0,0,0,0,5,1,0,0,1,0.328767,8177.73,60.639,38.969,6.257,2
